chinese,frequency,pinyin,posseg
二氧六環,7,er4-yang3-liu4-huan2,nz
鄂齊爾,5,e4-qi2-er3,nr
額飾,3,e2-shi4,n
二茂鐵,27,er4-mao4-tie3,nrt
二百七十年,8,er4-bai3-qi1-shi2-nian2,m
俄海軍,3,e2-hai3-jun1,nt
額比亞,4,e2-bi3-ya4,ns
二十餘日,23,er4-shi2-yu2-ri4,m
二百二十卷,6,er4-bai3-er4-shi2-juan3,m
爾巴,172,er3-ba1,nrt
峨嵋山,8,e2-mei2-shan1,n
鄂布斯,3,e4-bu4-si1,nr
二十餘家,7,er4-shi2-yu2-jia1,m
二十四史,47,er4-shi2-si4-shi3,nz
惡少,25,e4-shao3,v
訛脫,3,e2-tuo1,v
耳順之年,3,er3-shun4-zhi1-nian2,i
二十七級,2,er4-shi2-qi1-ji2,m
惡衣惡食,3,e4-yi1-e4-shi2,i
二十通,2,er4-shi2-tong1,m
二帝,10,er4-di4,nrt
二點五,2,er4-dian3-wu3,m
額賀福志郎,7,e2-he4-fu2-zhi4-lang2,nr
鄂羅羅,2,e4-luo2-luo2,nr
二十一家,2,er4-shi2-yi1-jia1,m
二三具,2,er4-san1-ju4,m
二重奏,12,er4-chong2-zou4,n
二千多,3,er4-qian1-duo1,m
二十四所,2,er4-shi2-si4-suo3,m
二萬五千裡,32,er4-wan4-wu3-qian1-li3,m
恩裡克,9,en1-li3-ke4,nrt
耳,4244,er3,n
耳軟心活,2,er3-ruan3-xin1-huo2,i
餓虎擒羊,3,e4-hu3-qin2-yang2,i
恩不放債,3,en1-bu4-fang4-zhai4,n
耳挖,3,er3-wa1,v
爾頓,98,er3-dun4,nrt
二臺,25,er4-tai2,m
二萬二千八百七十七卷,2,er4-wan4-er4-qian1-ba1-bai3-qi1-shi2-qi1-juan3,m
萼,452,e4,zg
二百一十一畝,2,er4-bai3-yi1-shi2-yi1-mu3,m
二郎腿,38,er4-lang2-tui3,n
二里頭,277,er4-li3-tou2,nrt
兒童哮喘,3,er2-tong2-xiao1-chuan3,n
婀娜多姿,31,e1-nuo2-duo1-zi1,i
二十公里,8,er4-shi2-gong1-li3,m
二里崗,19,er4-li3-gang3,nrt
鄂州市,1553,e4-zhou1-shi4,ns
惡夢,72,e4-meng4,n
二七路,257,er4-qi1-lu4,m
二三十招,16,er4-san1-shi2-zhao1,m
額娘,175,e2-niang2,n
惡變,39,e4-bian4,v
二堂弟,3,er4-tang2-di4,nr
二壘手,3,er4-lei3-shou3,n
二三十丈,6,er4-san1-shi2-zhang4,m
恩菲爾德,5,en1-fei1-er3-de2,nrt
二段制,3,er4-duan4-zhi4,n
二面角,3,er4-mian4-jiao3,n
餓飯,6,e4-fan4,v
鱷魚淚,3,e4-yu2-lei4,n
訛音,3,e2-yin1,n
二種,43,er4-zhong3,m
二維,157,er4-wei2,m
二重級數,3,er4-chong2-ji2-shu4,l
二十四孝,3,er4-shi2-si4-xiao4,nr
耳挖子,4,er3-wa1-zi,n
耳塞著,3,er3-sai1-zhe,n
二青洞,3,er4-qing1-dong4,nr
二峰,3,er4-feng1,nrt
二五,17,er4-wu3,m
鄂爾達,4,e4-er3-da2,nr
餓殍載道,3,e4-piao3-zai4-dao4,i
二十餘斤,2,er4-shi2-yu2-jin1,m
二十餘名,32,er4-shi2-yu2-ming2,m
噩耗傳來,3,e4-hao4-chuan2-lai2,n
二點透視,3,er4-dian3-tou4-shi4,l
囮,4,e2,zg
二黃,5,er4-huang2,b
俄總統,3,e2-zong3-tong3,n
俄克拉何馬州,7,e2-ke4-la1-he2-ma3-zhou1,ns
爾多,21,er3-duo1,nrt
恩東,6,en1-dong1,ns
鄂東北,10,e4-dong1-bei3,ns
二二拍子,3,er4-er4-pai1-zi,l
爾瓦,17,er3-wa3,nrt
二十幾匹,2,er4-shi2-ji3-pi3,m
二十多場,2,er4-shi2-duo1-chang3,m
二十四份,2,er4-shi2-si4-fen4,m
二百五十兩,2,er4-bai3-wu3-shi2-liang3,m
俄羅斯太平洋艦隊,3,e2-luo2-si1-tai4-ping2-yang2-jian4-dui4,nt
蛾,459,e2,n
二十餘隻,7,er4-shi2-yu2-zhi1,m
遏制,716,e4-zhi4,v
扼殺,147,e4-sha1,v
恩施土家族苗族自治州,772,en1-shi1-tu3-jia1-zu2-miao2-zu2-zi4-zhi4-zhou1,ns
耳鬢,3,er3-bin4,n
二十二處,2,er4-shi2-er4-chu4,m
二秒,3,er4-miao3,m
二擔,3,er4-dan1,m
俄皇,3,e2-huang2,nz
扼制,31,e4-zhi4,v
二時,3,er4-shi2,c
耳目,362,er3-mu4,n
恩平市,2,en1-ping2-shi4,ns
豟,5,e4,zg
二千五百六十餘,2,er4-qian1-wu3-bai3-liu4-shi2-yu2,m
耳環孔,3,er3-huan2-kong3,n
二三萬,17,er4-san1-wan4,m
耳科,11,er3-ke1,n
二三百塊,3,er4-san1-bai3-kuai4,m
二十四步,2,er4-shi2-si4-bu4,m
二月河,2,er4-yue4-he2,nz
鄂溫克,77,e4-wen1-ke4,nr
二百一十卷,4,er4-bai3-yi1-shi2-juan3,m
二輪,17,er4-lun2,m
二桃殺三士,7,er4-tao2-sha1-san1-shi4,nz
二百八十年,3,er4-bai3-ba1-shi2-nian2,m
遏阻,3,e4-zu3,v
俄式,37,e2-shi4,nz
二零零四年,8,er4-ling2-ling2-si4-nian2,m
二分,417,er4-fen1,m
二十多種,2,er4-shi2-duo1-zhong3,m
二十五,263,er4-shi2-wu3,m
二百七十個,2,er4-bai3-qi1-shi2-ge4,m
二十幾發,2,er4-shi2-ji3-fa1,m
二環,288,er4-huan2,b
訛言惑眾,3,e2-yan2-huo4-zhong4,n
二十七秒,2,er4-shi2-qi1-miao3,m
惡婆,3,e4-po2,n
蛾害,3,e2-hai4,n
鶚,174,e4,ng
二程,36,er4-cheng2,n
毦,117,er3,zg
二異氰酸酯,2,er4-yi4-qing2-suan1-zhi3,nz
恩仇錄,3,en1-chou2-lu4,nr
二套,11,er4-tao4,m
鵝肉湯,3,e2-rou4-tang1,nz
阿比託,4,e1-bi3-tuo1,nr
二十幾個,75,er4-shi2-ji3-ge4,m
俄北方艦隊,7,e2-bei3-fang1-jian4-dui4,nt
二動,3,er4-dong4,b
二等品,3,er4-deng3-pin3,n
二名,27,er4-ming2,m
二段,24,er4-duan4,m
二日,114,er4-ri4,t
齶咽閉合,3,e4-yan4-bi4-he2,n
俄亥俄州,85,e2-hai4-e2-zhou1,ns
二百七十九目,2,er4-bai3-qi1-shi2-jiu3-mu4,m
惡塵無染,3,e4-chen2-wu2-ran3,i
二千輛,2,er4-qian1-liang4,m
耳鼻科,3,er3-bi2-ke1,n
鄂國公,3,e4-guo2-gong1,nr
鵝掌楸,31,e2-zhang3-qiu1,n
惡客,3,e4-ke4,n
爾姆,2,er3-mu3,nrt
齶面,3,e4-mian4,n
二十五個,16,er4-shi2-wu3-ge4,m
二十四斤,2,er4-shi2-si4-jin1,m
耳病,2,er3-bing4,n
二硫鍵,3,er4-liu2-jian4,n
惡浪,17,e4-lang4,n
俄外交部,7,e2-wai4-jiao1-bu4,nt
二次方程,26,er4-ci4-fang1-cheng2,nz
二童一馬,3,er4-tong2-yi1-ma3,nz
二舅母,3,er4-jiu4-mu3,n
二十餘位,3,er4-shi2-yu2-wei4,m
二十三屆,4,er4-shi2-san1-jie4,m
二百四十六道,8,er4-bai3-si4-shi2-liu4-dao4,m
二十四,313,er4-shi2-si4,m
二百五十米,3,er4-bai3-wu3-shi2-mi3,m
二十三億美元,2,er4-shi2-san1-yi4-mei3-yuan2,m
二級准尉,3,er4-ji2-zhun3-wei4,n
蒽環類,19,en1-huan2-lei4,n
二連,59,er4-lian2,ns
而以,3,er2-yi3,c
鄂北鬼,6,e4-bei3-gui3,nr
二十四款,2,er4-shi2-si4-kuan3,m
二聚化,3,er4-ju4-hua4,nz
二進制位,3,er4-jin4-zhi4-wei4,n
二百四十,6,er4-bai3-si4-shi2,m
鵝蛋臉,18,e2-dan4-lian3,l
二重唱,14,er4-chong2-chang4,l
二十幾米,6,er4-shi2-ji3-mi3,m
耳濡目染,68,er3-ru2-mu4-ran3,i
二十萬件,2,er4-shi2-wan4-jian4,m
二萬三萬,2,er4-wan4-san1-wan4,m
二千塊,3,er4-qian1-kuai4,m
爾德里,13,er3-de2-li3,nr
二伯父,3,er4-bo2-fu4,nrt
耳聞是虛,3,er3-wen2-shi4-xu1,i
二千文,2,er4-qian1-wen2,m
惡意,359,e4-yi4,v
恩逾慈母,3,en1-yu2-ci2-mu3,i
兒,23,er2,zg
莪術,3,e2-shu4,n
惡棍,57,e4-gun4,n
二堅為災,3,er4-jian1-wei4-zai1,i
恩波利,3,en1-bo1-li4,nr
惡形惡狀,3,e4-xing2-e4-zhuang4,i
二話,15,er4-hua4,n
爾菲,3,er3-fei1,nrt
二四個,3,er4-si4-ge4,m
額爾德,3,e2-er3-de2,nr
蒽油,2,en1-you2,n
訛,329,e2,v
兒童樂園,3,er2-tong2-le4-yuan2,n
訛人,3,e2-ren2,n
餓狼撲羊,3,e4-lang2-pu1-yang2,l
餓著肚子,3,e4-zhe-du3-zi,l
二百二十萬,2,er4-bai3-er4-shi2-wan4,m
二千戶,4,er4-qian1-hu4,m
二百多斤,3,er4-bai3-duo1-jin1,m
俄文版,9,e2-wen2-ban3,nz
二三次,2,er4-san1-ci4,m
惡直醜正,3,e4-zhi2-chou3-zheng4,i
惡紫奪朱,3,e4-zi3-duo2-zhu1,n
二百個,21,er4-bai3-ge4,m
二百三十,3,er4-bai3-san1-shi2,m
耳目喉舌,3,er3-mu4-hou2-she2,n
二支,13,er4-zhi1,m
二三月,47,er4-san1-yue4,m
鱷魚湖,2,e4-yu2-hu2,n
二零零零年,4,er4-ling2-ling2-ling2-nian2,m
二重人格,3,er4-chong2-ren2-ge2,n
二三分,5,er4-san1-fen1,m
扼,249,e4,vg
二百四十五萬餘,2,er4-bai3-si4-shi2-wu3-wan4-yu2,m
二千多名,3,er4-qian1-duo1-ming2,m
鄂粵贛,3,e4-yue4-gan4,j
二十尊,3,er4-shi2-zun1,m
二嬸,3,er4-shen3,n
齶凹,3,e4-ao1,n
扼流線圈,3,e4-liu2-xian4-quan1,l
俄羅斯外交部,3,e2-luo2-si1-wai4-jiao1-bu4,nt
爾王莊,2,er3-wang2-zhuang1,nr
二中全會,243,er4-zhong1-quan2-hui4,j
恩仇,57,en1-chou2,nr
二女兒,3,er4-nv3-er2,n
二星級,20,er4-xing1-ji2,b
貳心,11,er4-xin1,n
鄂陵湖,17,e4-ling2-hu2,ns
二千五百,12,er4-qian1-wu3-bai3,m
二三十名,11,er4-san1-shi2-ming2,m
二元論,28,er4-yuan2-lun4,n
二千元,4,er4-qian1-yuan2,m
二三百隻,3,er4-san1-bai3-zhi1,m
鄂境川,4,e4-jing4-chuan1,nr
二郎神,16,er4-lang2-shen2,n
娥眉,5,e2-mei2,n
餓貓,3,e4-mao1,n
惡人政治,3,e4-ren2-zheng4-zhi4,l
額爾濟,2,e2-er3-ji4,nr
二千多萬冊,2,er4-qian1-duo1-wan4-ce4,m
二十八期,2,er4-shi2-ba1-qi1,m
鄂木斯克,15,e4-mu4-si1-ke4,ns
二萬戶,6,er4-wan4-hu4,m
爾輩,3,er3-bei4,n
耳福,9,er3-fu2,n
耳穴,12,er3-xue2,n
二百八十餘,2,er4-bai3-ba1-shi2-yu2,m
耳性,3,er3-xing4,n
二天,24,er4-tian1,m
額首稱慶,3,e2-shou3-cheng1-qing4,nr
二價,31,er4-jia4,n
額外,1486,e2-wai4,b
二兩五,3,er4-liang3-wu3,m
二袋,6,er4-dai4,m
二堂,16,er4-tang2,n
二甲基甲醯胺,13,er4-jia3-ji1-jia3-xi1-an4,nz
扼腕長嘆,3,e4-wan4-zhang3-tan4,v
二姨,3,er4-yi2,n
耳聾,128,er3-long2,vn
扼守,86,e4-shou3,v
扼殺者,3,e4-sha1-zhe3,l
鄂潛江,3,e4-qian2-jiang1,nr
二萬八千九百五十五,2,er4-wan4-ba1-qian1-jiu3-bai3-wu3-shi2-wu3,m
二十二條,2,er4-shi2-er4-tiao2,m
惡俗,14,e4-su2,a
恩古巴尼,3,en1-gu3-ba1-ni2,nrt
二甲苯,32,er4-jia3-ben3,nz
惡鬼,259,e4-gui3,n
二架,5,er4-jia4,m
額敏縣,7,e2-min3-xian4,ns
婀,109,e1,i
二虎相鬥,3,er4-hu3-xiang1-dou4,i
恩人,249,en1-ren2,nrt
鄂東,1075,e4-dong1,ns
耳機,270,er3-ji1,n
俄亥俄,88,e2-hai4-e2,ns
二三十道,4,er4-san1-shi2-dao4,m
二乘冪,3,er4-cheng2-mi4,nr
二區,3,er4-qu1,n
恩,3475,en1,nr
二柱,256,er4-zhu4,m
爾登,4,er3-deng1,nrt
二體問題,3,er4-ti3-wen4-ti2,l
鱷,727,e4,ng
二十八分,2,er4-shi2-ba1-fen1,m
遏,110,e4,v
二十五萬,15,er4-shi2-wu3-wan4,m
二皮臉,3,er4-pi2-lian3,l
二項,23,er4-xiang4,m
惡名,97,e4-ming2,a
耳根清淨,5,er3-gen1-qing1-jing4,i
二律背反,3,er4-lv4-bei4-fan3,i
俄羅斯國際文傳電訊社,6,e2-luo2-si1-guo2-ji4-wen2-chuan2-dian4-xun4-she4,nt
鄂西地區,8,e4-xi1-de-qu1,ns
二話沒說,62,er4-hua4-mei2-shuo1,l
二萬名,7,er4-wan4-ming2,m
惡仗,19,e4-zhang4,n
二千五百顆,2,er4-qian1-wu3-bai3-ke1,m
俄勒岡,11,e2-lei1-gang1,ns
耳目失聰,3,er3-mu4-shi1-cong1,i
遏阻作用,3,e4-zu3-zuo4-yong4,i
二卷,44,er4-juan3,m
耳和髎,3,er3-he2-liao2,nz
二十塊,40,er4-shi2-kuai4,m
耳後生風,3,er3-hou4-sheng1-feng1,i
二年,2328,er4-nian2,m
二十發,7,er4-shi2-fa1,m
厄瓜多爾政府,6,e4-gua1-duo1-er3-zheng4-fu3,nt
鄂豫皖革命根據地,9,e4-yu4-wan3-ge2-ming4-gen1-ju4-de,ns
爾曹,5,er3-cao2,nr
二輛,2,er4-liang4,m
二十餘封,2,er4-shi2-yu2-feng1,m
二百多隻,2,er4-bai3-duo1-zhi1,m
兒童書,2,er2-tong2-shu1,n
惡意程序,3,e4-yi4-cheng2-xu4,l
二三百種,3,er4-san1-bai3-zhong3,m
貳,307,er4,m
二分院,3,er4-fen1-yuan4,n
二八面,2,er4-ba1-mian4,m
二十幾步,2,er4-shi2-ji3-bu4,m
阨塞,3,e4-sai1,vn
鄂北,26,e4-bei3,ns
峨嵋派,3,e2-mei2-pai4,n
二十週歲,3,er4-shi2-zhou1-sui4,m
二方,6,er4-fang1,m
遏雲繞樑,3,e4-yun2-rao4-liang2,i
二三倍,2,er4-san1-bei4,m
耳聞為虛,3,er3-wen2-wei4-xu1,i
二歲,15,er4-sui4,m
二十五里,14,er4-shi2-wu3-li3,m
而有,3,er2-you3,c
鉺,12,er4,g
二半,3,er4-ban4,m
厄爾布魯士山,5,e4-er3-bu4-lu3-shi4-shan1,ns
二百多萬元,2,er4-bai3-duo1-wan4-yuan2,m
二五戶,2,er4-wu3-hu4,m
兒皇帝,15,er2-huang2-di4,n
俄聯邦政府,7,e2-lian2-bang1-zheng4-fu3,nt
鵝肉,3,e2-rou4,n
蛾術,3,e2-shu4,n
二首歌,3,er4-shou3-ge1,m
兒童團,5,er2-tong2-tuan2,nt
惡癖,3,e4-pi3,n
二十四幅,2,er4-shi2-si4-fu2,m
二十九萬二,2,er4-shi2-jiu3-wan4-er4,m
兒女債,3,er2-nv3-zhai4,n
俄爾,4,e2-er3,ns
鵝頭,3,e2-tou2,n
二十斤,36,er4-shi2-jin1,m
二拇指,21,er4-mu3-zhi3,n
二輕局,2,er4-qing1-ju2,n
二百餘家,3,er4-bai3-yu2-jia1,m
二十幾天,7,er4-shi2-ji3-tian1,m
二三十天,2,er4-san1-shi2-tian1,m
二十一,346,er4-shi2-yi1,m
二茬,9,er4-cha2,m
悪,3,e4,zg
二三十架,2,er4-san1-shi2-jia4,m
二百二十餘,2,er4-bai3-er4-shi2-yu2,m
二七區,3,er4-qi1-qu1,ns
二百多號,2,er4-bai3-duo1-hao4,m
兒童票,3,er2-tong2-piao4,n
二把,7,er4-ba3,m
兒女親家,3,er2-nv3-qin1-jia1,l
二舅,3,er4-jiu4,n
二八,67,er4-ba1,m
二把刀,2,er4-ba3-dao1,m
二十多元,2,er4-shi2-duo1-yuan2,m
二百幾十年,3,er4-bai3-ji3-shi2-nian2,m
厼,4,er3,zg
二三十家,5,er4-san1-shi2-jia1,m
惡意譭謗,3,e4-yi4-hui3-bang4,n
耳順,3,er3-shun4,nz
惡人先,3,e4-ren2-xian1,l
惡狼,3,e4-lang2,n
二三兩,7,er4-san1-liang3,m
耳下腺,2,er3-xia4-xian4,n
二元化,4,er4-yuan2-hua4,t
恩怨情天,3,en1-yuan4-qing2-tian1,i
二集,8,er4-ji2,m
二成,159,er4-cheng2,nrt
二段票,3,er4-duan4-piao4,n
惡病質,3,e4-bing4-zhi4,n
惡極,3,e4-ji2,n
二百六十四,2,er4-bai3-liu4-shi2-si4,m
二樣,2,er4-yang4,r
二十幾頭,2,er4-shi2-ji3-tou2,m
二三週,2,er4-san1-zhou1,m
二表哥,3,er4-biao3-ge1,n
二十二里,2,er4-shi2-er4-li3,m
二十萬零九百一十一,2,er4-shi2-wan4-ling2-jiu3-bai3-yi1-shi2-yi1,m
搤臂齧指,3,e4-bi4-nie4-zhi3,vn
二三裡,37,er4-san1-li3,m
扼喉撫背,3,e4-hou2-fu3-bei4,ns
惡,3136,e4,a
餓狼,104,e4-lang2,n
恩愛有加,3,en1-ai4-you3-jia1,nr
二百零八艘,2,er4-bai3-ling2-ba1-sou1,m
二端,12,er4-duan1,m
二三十位,2,er4-san1-shi2-wei4,m
二通,8,er4-tong1,nz
二劃,3,er4-hua4,n
二灘,42,er4-tan1,ns
邇來,3,er3-lai2,i
恩來,27,en1-lai2,nrt
額爾金,6,e2-er3-jin1,nr
二人轉,65,er4-ren2-zhuan3,l
二心三意,3,er4-xin1-san1-yi4,i
餓肚皮,3,e4-du4-pi2,l
恩山義海,3,en1-shan1-yi4-hai3,ns
二億二千二百三十三萬餘兩,2,er4-yi4-er4-qian1-er4-bai3-san1-shi2-san1-wan4-yu2-liang3,m
二零零五年,11,er4-ling2-ling2-wu3-nian2,m
遏惡揚善,3,e4-e4-yang2-shan4,i
二專制,3,er4-zhuan1-zhi4,j
耳炎,3,er3-yan2,n
二三十年,59,er4-san1-shi2-nian2,m
二八佳人,3,er4-ba1-jia1-ren2,i
二百七十餘年,2,er4-bai3-qi1-shi2-yu2-nian2,m
噩魚,3,e4-yu2,n
皒,30,e2,zg
二老闆,3,er4-lao3-ban3,n
二十幾年,34,er4-shi2-ji3-nian2,m
二百多米,2,er4-bai3-duo1-mi3,m
二缶鐘惑,3,er4-fou3-zhong1-huo4,nr
二表弟,3,er4-biao3-di4,n
二乙二醇,3,er4-yi3-er4-chun2,nz
二板,5,er4-ban3,n
堊,10,e4,zg
二千五百元,4,er4-qian1-wu3-bai3-yuan2,m
二十六個,8,er4-shi2-liu4-ge4,m
而今而後,5,er2-jin1-er2-hou4,i
二十多,39,er4-shi2-duo1,m
二元醇,9,er4-yuan2-chun2,n
二折,2,er4-zhe2,m
耳郭,3,er3-guo1,n
二妹,3,er4-mei4,n
峨眉山,169,e2-mei2-shan1,ns
二十餘種,9,er4-shi2-yu2-zhong3,m
二萬多,40,er4-wan4-duo1,m
二肽,3,er4-tai4,n
俄語,153,e2-yu3,nz
遏抑,6,e4-yi4,v
二百四十五,2,er4-bai3-si4-shi2-wu3,m
二杆,2,er4-gan1,m
二百斤,20,er4-bai3-jin1,m
兒童用品,3,er2-tong2-yong4-pin3,n
二,26135,er4,m
阨,2,e4,zg
俄頃,36,e2-qing3,d
二招,6,er4-zhao1,m
二三十個,46,er4-san1-shi2-ge4,m
兒童期,33,er2-tong2-qi1,n
二課,3,er4-ke4,n
二十四平方公里,4,er4-shi2-si4-ping2-fang1-gong1-li3,m
耳治,3,er3-zhi4,n
鈪,5,e4,zg
二灘水電站,4,er4-tan1-shui3-dian4-zhan4,nz
惡終,3,e4-zhong1,d
二十次,8,er4-shi2-ci4,m
二部曲,3,er4-bu4-qu1,m
二苯醚,4,er4-ben3-mi2,nz
二多,12,er4-duo1,m
二三卷,2,er4-san1-juan3,m
二次收費,3,er4-ci4-shou1-fei4,nz
二手網,3,er4-shou3-wang3,nz
二期,203,er4-qi1,b
二節,3,er4-jie2,m
二十種,4,er4-shi2-zhong3,m
二進宮,16,er4-jin4-gong1,nr
二聚體,3,er4-ju4-ti3,n
二百多個,7,er4-bai3-duo1-ge4,m
耳語的人,3,er3-yu3-de-ren2,n
爾虞我詐,53,er3-yu2-wo3-zha4,i
耳目昭彰,3,er3-mu4-zhao1-zhang1,i
二十餘萬平方公里,2,er4-shi2-yu2-wan4-ping2-fang1-gong1-li3,m
二十門,3,er4-shi2-men2,m
爾語,3,er3-yu3,nr
兒女之債,3,er2-nv3-zhi1-zhai4,l
二十四萬枚,2,er4-shi2-si4-wan4-mei2,m
二手菸,3,er4-shou3-yan1,nz
二百天,5,er4-bai3-tian1,m
二五仔,3,er4-wu3-zai3,nr
鄂爾懷,3,e4-er3-huai2,nr
二兩冊,2,er4-liang3-ce4,m
二胡,115,er4-hu2,n
惡魔島,3,e4-mo2-dao3,i
而外,108,er2-wai4,c
二十二位,3,er4-shi2-er4-wei4,m
二十幾分鐘,2,er4-shi2-ji3-fen1-zhong1,m
二十三路,5,er4-shi2-san1-lu4,m
二級緩存,3,er4-ji2-huan3-cun2,i
二十一部,2,er4-shi2-yi1-bu4,m
二十七個,11,er4-shi2-qi1-ge4,m
耳聞則誦,3,er3-wen2-ze2-song4,i
惡臭,130,e4-chou4,a
二十五年,249,er4-shi2-wu3-nian2,m
二段跳,3,er4-duan4-tiao4,l
二三十歲,12,er4-san1-shi2-sui4,m
二百零六,2,er4-bai3-ling2-liu4,m
二愣子,13,er4-leng4-zi,v
俄羅斯隊,16,e2-luo2-si1-dui4,nt
二十九篇,2,er4-shi2-jiu3-pian1,m
妸,431,e1,zg
鵝卵石,76,e2-luan3-shi2,n
二十四番,12,er4-shi2-si4-fan1,m
二十根,5,er4-shi2-gen1,m
二氧化碳,581,er4-yang3-hua4-tan4,nz
二硫化鐵,3,er4-liu2-hua4-tie3,nz
兒童玩具,3,er2-tong2-wan2-ju4,n
耳紅面赤,3,er3-hong2-mian4-chi4,i
二十二尊,2,er4-shi2-er4-zun1,m
二十五處,2,er4-shi2-wu3-chu4,m
厄加勒斯角,11,e4-jia1-lei1-si1-jiao3,ns
鄂倫春族,31,e4-lun2-chun1-zu2,nz
二輪電影,3,er4-lun2-dian4-ying3,n
二十七席,4,er4-shi2-qi1-xi2,m
兒茶素,7,er2-cha2-su4,n
爾舍,4,er3-she3,nrt
俄勒岡州,14,e2-lei1-gang1-zhou1,ns
二元關係,2,er4-yuan2-guan1-xi4,l
二千九百兩,2,er4-qian1-jiu3-bai3-liang3,m
二步,12,er4-bu4,m
兒行千里母擔憂,3,er2-xing2-qian1-li3-mu3-dan1-you1,l
而光,3,er2-guang1,c
耳刮子,25,er3-gua1-zi,n
二級風,3,er4-ji2-feng1,l
痾,9,e1,g
惡寒,3,e4-han2,b
額爾古納市,2,e2-er3-gu3-na4-shi4,ns
蛾眉螓首,3,e2-mei2-qin2-shou3,v
耳朵垂,3,er3-duo3-chui2,n
阿房宮賦,12,e1-fang2-gong1-fu4,nr
二氯,276,er4-lv4,nz
俄語系,3,e2-yu3-xi4,n
二等兵,3,er4-deng3-bing1,n
二過一,3,er4-guo4-yi1,l
二回,24,er4-hui2,m
鱷魚,182,e4-yu2,n
耳根子,31,er3-gen1-zi,n
二十支,5,er4-shi2-zhi1,m
耳墜,34,er3-zhui4,n
俄羅斯杜馬,2,e2-luo2-si1-du4-ma3,ns
二專,3,er4-zhuan1,j
扼襟控咽,3,e4-jin1-kong4-yan1,n
二四,15,er4-si4,m
二十幾位,3,er4-shi2-ji3-wei4,m
二三個,9,er4-san1-ge4,m
二三百兩,3,er4-san1-bai3-liang3,m
二葉,20,er4-ye4,t
二十七家,2,er4-shi2-qi1-jia1,m
惡溼居下,3,e4-shi1-ju1-xia4,l
二十五萬人次,3,er4-shi2-wu3-wan4-ren2-ci4,m
二百步,9,er4-bai3-bu4,m
耳聽是虛,3,er3-ting1-shi4-xu1,i
二表姊夫,3,er4-biao3-zi3-fu1,n
二卵雙生,3,er4-luan3-shuang1-sheng1,nr
二十兩重,2,er4-shi2-liang3-zhong4,m
二三百里,7,er4-san1-bai3-li3,m
二十四席,2,er4-shi2-si4-xi2,m
二十五艘,3,er4-shi2-wu3-sou1,m
二百里,38,er4-bai3-li3,m
惡聲,3,e4-sheng1,n
二戶,3,er4-hu4,m
二十九年,178,er4-shi2-jiu3-nian2,m
二十八萬五千兩,2,er4-shi2-ba1-wan4-wu3-qian1-liang3,m
額前,3,e2-qian2,nrfg
惡犬,3,e4-quan3,n
俄通社,35,e2-tong1-she4,nt
耳聾眼黒,3,er3-long2-yan3-hei1,i
恩圖曼,2,en1-tu2-man4,nr
二舅媽,3,er4-jiu4-ma1,n
兒童床,3,er2-tong2-chuang2,n
鄂,8347,e4,nr
二百對,2,er4-bai3-dui4,m
俄國政府,17,e2-guo2-zheng4-fu3,nt
耳套,3,er3-tao4,n
二十七,94,er4-shi2-qi1,m
額倫特,3,e2-lun2-te4,nr
二十四代,2,er4-shi2-si4-dai4,m
兒童劇,23,er2-tong2-ju4,n
粫,16,er2,zg
二百六十年,2,er4-bai3-liu4-shi2-nian2,m
二屆,104,er4-jie4,m
二十桌,2,er4-shi2-zhuo1,m
二擇,3,er4-ze2,v
兒藝,4,er2-yi4,n
耳生,2,er3-sheng1,n
額手,3,e2-shou3,n
二百克,2,er4-bai3-ke4,m
額定功率,3,e2-ding4-gong1-lv4,n
峨邊,5,e2-bian1,ns
二倍體,55,er4-bei4-ti3,n
二氧化錳,3,er4-yang3-hua4-meng3,nz
峨山,12,e2-shan1,ns
耳下腺炎,3,er3-xia4-xian4-yan2,n
二十二,85,er4-shi2-er4,m
二十四頁,2,er4-shi2-si4-ye4,m
二百餘,50,er4-bai3-yu2,m
厄境,3,e4-jing4,n
額葉,11,e2-ye4,n
惡劣性,3,e4-lie4-xing4,l
二向色性,3,er4-xiang4-se4-xing4,n
二十幾元,2,er4-shi2-ji3-yuan2,m
惡毒地,3,e4-du2-de,l
顎裂,2,e4-lie4,n
二百二十五,2,er4-bai3-er4-shi2-wu3,m
俄勒崗,3,e2-lei1-gang3,ns
二十六兩卷,2,er4-shi2-liu4-liang3-juan3,m
二百家,3,er4-bai3-jia1,m
二百拳,2,er4-bai3-quan2,m
俄羅斯共,3,e2-luo2-si1-gong4,n
耳廓,47,er3-kuo4,n
二八年華,3,er4-ba1-nian2-hua2,nz
二十五塊,4,er4-shi2-wu3-kuai4,m
蛾蟲,3,e2-chong2,n
二九一十八,3,er4-jiu3-yi1-shi2-ba1,m
二十二名,2,er4-shi2-er4-ming2,m
二十多戶,2,er4-shi2-duo1-hu4,m
二千多裡,2,er4-qian1-duo1-li3,m
二季,16,er4-ji4,m
二百二十八架,2,er4-bai3-er4-shi2-ba1-jia4,m
二百餘年,11,er4-bai3-yu2-nian2,m
二審,28,er4-shen3,b
二十四家,3,er4-shi2-si4-jia1,m
二形人,3,er4-xing2-ren2,n
二十四把,7,er4-shi2-si4-ba3,m
噩運,12,e4-yun4,n
而,143233,er2,c
二道販子,12,er4-dao4-fan4-zi,n
爾雅,86,er3-ya3,nr
二代證,3,er4-dai4-zheng4,j
